,occ_code,occ_title,o_group,tot_emp
1647,11-0000,Management Occupations,major,270380
1648,13-0000,Business and Financial Operations Occupations,major,294690
1649,15-0000,Computer and Mathematical Occupations,major,162020
1650,17-0000,Architecture and Engineering Occupations,major,102990
1651,19-0000,"Life, Physical, and Social Science Occupations",major,49320
1652,21-0000,Community and Social Service Occupations,major,106330
1653,23-0000,Legal Occupations,major,42870
1654,25-0000,Educational Instruction and Library Occupations,major,341380
1655,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,61200
1656,29-0000,Healthcare Practitioners and Technical Occupations,major,406110
1657,31-0000,Healthcare Support Occupations,major,335890
1658,33-0000,Protective Service Occupations,major,130140
1659,35-0000,Food Preparation and Serving Related Occupations,major,509330
1660,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,167960
1661,39-0000,Personal Care and Service Occupations,major,145640
1662,41-0000,Sales and Related Occupations,major,541890
1663,43-0000,Office and Administrative Support Occupations,major,825920
1664,45-0000,"Farming, Fishing, and Forestry Occupations",major,7180
1665,47-0000,Construction and Extraction Occupations,major,228210
1666,49-0000,"Installation, Maintenance, and Repair Occupations",major,238530
1667,51-0000,Production Occupations,major,379000
1668,53-0000,Transportation and Material Moving Occupations,major,554580
27620,11-1011,Chief Executives,detailed,6630
27621,11-1021,General and Operations Managers,detailed,86470
27622,11-1031,Legislators,detailed,2060
27623,11-2011,Advertising and Promotions Managers,detailed,650
27624,11-2021,Marketing Managers,detailed,7710
27625,11-2022,Sales Managers,detailed,9180
27626,11-2030,Public Relations and Fundraising Managers,detailed,1960
27627,11-3010,Administrative Services and Facilities Managers,detailed,7980
27628,11-3021,Computer and Information Systems Managers,detailed,15040
27629,11-3031,Financial Managers,detailed,20140
27630,11-3051,Industrial Production Managers,detailed,6880
27631,11-3061,Purchasing Managers,detailed,2340
27632,11-3071,"Transportation, Storage, and Distribution Managers",detailed,4720
27633,11-3111,Compensation and Benefits Managers,detailed,710
27634,11-3121,Human Resources Managers,detailed,5450
27635,11-3131,Training and Development Managers,detailed,1060
27636,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,40
27637,11-9021,Construction Managers,detailed,9740
27638,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,2710
27639,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,8470
27640,11-9033,"Education Administrators, Postsecondary",detailed,5330
27641,11-9039,"Education Administrators, All Other",detailed,1010
27642,11-9041,Architectural and Engineering Managers,detailed,7070
27643,11-9051,Food Service Managers,detailed,6610
27644,11-9071,Gambling Managers,detailed,80
27645,11-9081,Lodging Managers,detailed,1150
27646,11-9111,Medical and Health Services Managers,detailed,17330
27647,11-9121,Natural Sciences Managers,detailed,4580
27648,11-9131,Postmasters and Mail Superintendents,detailed,800
27649,11-9141,"Property, Real Estate, and Community Association Managers",detailed,6070
27650,11-9151,Social and Community Service Managers,detailed,8260
27651,11-9161,Emergency Management Directors,detailed,400
27652,11-9171,Funeral Home Managers,detailed,640
27653,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,11140
27654,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,120
27655,13-1020,Buyers and Purchasing Agents,detailed,16370
27656,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,13440
27657,13-1032,"Insurance Appraisers, Auto Damage",detailed,250
27658,13-1041,Compliance Officers,detailed,12670
27659,13-1051,Cost Estimators,detailed,8720
27660,13-1071,Human Resources Specialists,detailed,24270
27661,13-1075,Labor Relations Specialists,detailed,4280
27662,13-1081,Logisticians,detailed,7400
27663,13-1111,Management Analysts,detailed,27300
27664,13-1121,"Meeting, Convention, and Event Planners",detailed,4450
27665,13-1131,Fundraisers,detailed,4010
27666,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,3510
27667,13-1151,Training and Development Specialists,detailed,9570
27668,13-1161,Market Research Analysts and Marketing Specialists,detailed,25380
27669,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,26490
27670,13-2011,Accountants and Auditors,detailed,50880
27671,13-2020,Property Appraisers and Assessors,detailed,1270
27672,13-2031,Budget Analysts,detailed,1510
27673,13-2041,Credit Analysts,detailed,2350
27674,13-2052,Personal Financial Advisors,detailed,9260
27675,13-2053,Insurance Underwriters,detailed,4690
27676,13-2061,Financial Examiners,detailed,1750
27677,13-2071,Credit Counselors,detailed,1420
27678,13-2072,Loan Officers,detailed,10270
27679,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,3410
27680,13-2082,Tax Preparers,detailed,2190
27681,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,17480
27682,15-1211,Computer Systems Analysts,detailed,21500
27683,15-1212,Information Security Analysts,detailed,3340
27684,15-1221,Computer and Information Research Scientists,detailed,370
27685,15-1231,Computer Network Support Specialists,detailed,7860
27686,15-1232,Computer User Support Specialists,detailed,22680
27687,15-1241,Computer Network Architects,detailed,7180
27688,15-1244,Network and Computer Systems Administrators,detailed,11760
27689,15-1245,Database Administrators and Architects,detailed,6150
27690,15-1251,Computer Programmers,detailed,7800
27691,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,39590
27692,15-1257,Web Developers and Digital Interface Designers,detailed,4650
