,occ_code,occ_title,o_group,tot_emp
1449,11-0000,Management Occupations,major,40990
1450,13-0000,Business and Financial Operations Occupations,major,31700
1451,15-0000,Computer and Mathematical Occupations,major,22920
1452,17-0000,Architecture and Engineering Occupations,major,14150
1453,19-0000,"Life, Physical, and Social Science Occupations",major,4850
1454,21-0000,Community and Social Service Occupations,major,9520
1455,23-0000,Legal Occupations,major,3360
1456,25-0000,Educational Instruction and Library Occupations,major,42960
1457,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7180
1458,29-0000,Healthcare Practitioners and Technical Occupations,major,40290
1459,31-0000,Healthcare Support Occupations,major,24320
1460,33-0000,Protective Service Occupations,major,11980
1461,35-0000,Food Preparation and Serving Related Occupations,major,58310
1462,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,21860
1463,39-0000,Personal Care and Service Occupations,major,14700
1464,41-0000,Sales and Related Occupations,major,76470
1465,43-0000,Office and Administrative Support Occupations,major,93790
1466,45-0000,"Farming, Fishing, and Forestry Occupations",major,810
1467,47-0000,Construction and Extraction Occupations,major,22600
1468,49-0000,"Installation, Maintenance, and Repair Occupations",major,24500
1469,51-0000,Production Occupations,major,44000
1470,53-0000,Transportation and Material Moving Occupations,major,49270
21438,11-1011,Chief Executives,detailed,680
21439,11-1021,General and Operations Managers,detailed,13380
21440,11-1031,Legislators,detailed,210
21441,11-2011,Advertising and Promotions Managers,detailed,50
21442,11-2021,Marketing Managers,detailed,1220
21443,11-2022,Sales Managers,detailed,1660
21444,11-2030,Public Relations and Fundraising Managers,detailed,670
21445,11-3010,Administrative Services and Facilities Managers,detailed,1050
21446,11-3021,Computer and Information Systems Managers,detailed,2730
21447,11-3031,Financial Managers,detailed,3890
21448,11-3051,Industrial Production Managers,detailed,1190
21449,11-3061,Purchasing Managers,detailed,520
21450,11-3071,"Transportation, Storage, and Distribution Managers",detailed,590
21451,11-3111,Compensation and Benefits Managers,detailed,90
21452,11-3121,Human Resources Managers,detailed,700
21453,11-3131,Training and Development Managers,detailed,240
21454,11-9021,Construction Managers,detailed,1260
21455,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,430
21456,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1380
21457,11-9033,"Education Administrators, Postsecondary",detailed,**
21458,11-9039,"Education Administrators, All Other",detailed,70
21459,11-9041,Architectural and Engineering Managers,detailed,1550
21460,11-9051,Food Service Managers,detailed,1130
21461,11-9081,Lodging Managers,detailed,210
21462,11-9111,Medical and Health Services Managers,detailed,2170
21463,11-9121,Natural Sciences Managers,detailed,230
21464,11-9131,Postmasters and Mail Superintendents,detailed,170
21465,11-9141,"Property, Real Estate, and Community Association Managers",detailed,670
21466,11-9151,Social and Community Service Managers,detailed,830
21467,11-9161,Emergency Management Directors,detailed,70
21468,11-9171,Funeral Home Managers,detailed,30
21469,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,860
21470,13-1020,Buyers and Purchasing Agents,detailed,2430
21471,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1190
21472,13-1032,"Insurance Appraisers, Auto Damage",detailed,40
21473,13-1041,Compliance Officers,detailed,1420
21474,13-1051,Cost Estimators,detailed,840
21475,13-1071,Human Resources Specialists,detailed,2520
21476,13-1075,Labor Relations Specialists,detailed,120
21477,13-1081,Logisticians,detailed,850
21478,13-1111,Management Analysts,detailed,2920
21479,13-1121,"Meeting, Convention, and Event Planners",detailed,430
21480,13-1131,Fundraisers,detailed,610
21481,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,360
21482,13-1151,Training and Development Specialists,detailed,1360
21483,13-1161,Market Research Analysts and Marketing Specialists,detailed,2420
21484,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,3360
21485,13-2011,Accountants and Auditors,detailed,5670
21486,13-2020,Property Appraisers and Assessors,detailed,320
21487,13-2031,Budget Analysts,detailed,60
21488,13-2041,Credit Analysts,detailed,140
21489,13-2052,Personal Financial Advisors,detailed,1060
21490,13-2053,Insurance Underwriters,detailed,150
21491,13-2061,Financial Examiners,detailed,130
21492,13-2071,Credit Counselors,detailed,430
21493,13-2072,Loan Officers,detailed,1300
21494,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,320
21495,13-2082,Tax Preparers,detailed,250
21496,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,990
21497,15-1211,Computer Systems Analysts,detailed,2800
21498,15-1212,Information Security Analysts,detailed,520
21499,15-1221,Computer and Information Research Scientists,detailed,50
21500,15-1231,Computer Network Support Specialists,detailed,470
21501,15-1232,Computer User Support Specialists,detailed,3080
21502,15-1241,Computer Network Architects,detailed,410
21503,15-1244,Network and Computer Systems Administrators,detailed,2270
21504,15-1245,Database Administrators and Architects,detailed,420
21505,15-1251,Computer Programmers,detailed,1370
21506,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,8990
21507,15-1257,Web Developers and Digital Interface Designers,detailed,590
21508,15-1299,"Computer Occupations, All Other",detailed,1170
21509,15-2031,Operations Research Analysts,detailed,550
21510,15-2041,Statisticians,detailed,80
21511,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,50
21512,17-1011,"Architects, Except Landscape and Naval",detailed,220
21513,17-1021,Cartographers and Photogrammetrists,detailed,90
21514,17-1022,Surveyors,detailed,220
21515,17-2041,Chemical Engineers,detailed,60
21516,17-2051,Civil Engineers,detailed,1350
21517,17-2061,Computer Hardware Engineers,detailed,200
21518,17-2071,Electrical Engineers,detailed,1890
21519,17-2072,"Electronics Engineers, Except Computer",detailed,500
21520,17-2081,Environmental Engineers,detailed,250
21521,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,60
21522,17-2112,Industrial Engineers,detailed,1910
21523,17-2131,Materials Engineers,detailed,80
21524,17-2141,Mechanical Engineers,detailed,2660
21525,17-2199,"Engineers, All Other",detailed,350
21526,17-3011,Architectural and Civil Drafters,detailed,600
21527,17-3012,Electrical and Electronics Drafters,detailed,140
21528,17-3013,Mechanical Drafters,detailed,340
21529,17-3022,Civil Engineering Technologists and Technicians,detailed,110
21530,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,770
21531,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,130
21532,17-3025,Environmental Engineering Technologists and Technicians,detailed,60
