,occ_code,occ_title,o_group,tot_emp
1097,11-0000,Management Occupations,major,451260
1098,13-0000,Business and Financial Operations Occupations,major,343380
1099,15-0000,Computer and Mathematical Occupations,major,184990
1100,17-0000,Architecture and Engineering Occupations,major,85600
1101,19-0000,"Life, Physical, and Social Science Occupations",major,39600
1102,21-0000,Community and Social Service Occupations,major,86380
1103,23-0000,Legal Occupations,major,50060
1104,25-0000,Educational Instruction and Library Occupations,major,376700
1105,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,77420
1106,29-0000,Healthcare Practitioners and Technical Occupations,major,354470
1107,31-0000,Healthcare Support Occupations,major,217110
1108,33-0000,Protective Service Occupations,major,146520
1109,35-0000,Food Preparation and Serving Related Occupations,major,516360
1110,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,172840
1111,39-0000,Personal Care and Service Occupations,major,118930
1112,41-0000,Sales and Related Occupations,major,560360
1113,43-0000,Office and Administrative Support Occupations,major,791740
1114,45-0000,"Farming, Fishing, and Forestry Occupations",major,5810
1115,47-0000,Construction and Extraction Occupations,major,187210
1116,49-0000,"Installation, Maintenance, and Repair Occupations",major,216530
1117,51-0000,Production Occupations,major,430840
1118,53-0000,Transportation and Material Moving Occupations,major,611700
10403,11-1011,Chief Executives,detailed,10010
10404,11-1021,General and Operations Managers,detailed,128580
10405,11-2011,Advertising and Promotions Managers,detailed,**
10406,11-2021,Marketing Managers,detailed,21980
10407,11-2022,Sales Managers,detailed,25650
10408,11-2030,Public Relations and Fundraising Managers,detailed,5280
10409,11-3010,Administrative Services and Facilities Managers,detailed,19310
10410,11-3021,Computer and Information Systems Managers,detailed,20370
10411,11-3031,Financial Managers,detailed,41900
10412,11-3051,Industrial Production Managers,detailed,11330
10413,11-3061,Purchasing Managers,detailed,4380
10414,11-3071,"Transportation, Storage, and Distribution Managers",detailed,9310
10415,11-3111,Compensation and Benefits Managers,detailed,1210
10416,11-3121,Human Resources Managers,detailed,10890
10417,11-3131,Training and Development Managers,detailed,2580
10418,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,260
10419,11-9021,Construction Managers,detailed,13040
10420,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,2610
10421,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,12480
10422,11-9033,"Education Administrators, Postsecondary",detailed,8120
10423,11-9039,"Education Administrators, All Other",detailed,1770
10424,11-9041,Architectural and Engineering Managers,detailed,8900
10425,11-9051,Food Service Managers,detailed,18250
10426,11-9071,Gambling Managers,detailed,160
10427,11-9081,Lodging Managers,detailed,1120
10428,11-9111,Medical and Health Services Managers,detailed,14510
10429,11-9121,Natural Sciences Managers,detailed,2170
10430,11-9131,Postmasters and Mail Superintendents,detailed,550
10431,11-9141,"Property, Real Estate, and Community Association Managers",detailed,7390
10432,11-9151,Social and Community Service Managers,detailed,5640
10433,11-9161,Emergency Management Directors,detailed,550
10434,11-9171,Funeral Home Managers,detailed,370
10435,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,34600
10436,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,300
10437,13-1020,Buyers and Purchasing Agents,detailed,14840
10438,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,12090
10439,13-1032,"Insurance Appraisers, Auto Damage",detailed,**
10440,13-1041,Compliance Officers,detailed,10150
10441,13-1051,Cost Estimators,detailed,5600
10442,13-1071,Human Resources Specialists,detailed,27580
10443,13-1075,Labor Relations Specialists,detailed,4890
10444,13-1081,Logisticians,detailed,9190
10445,13-1111,Management Analysts,detailed,36340
