,occ_code,occ_title,o_group,tot_emp
899,11-0000,Management Occupations,major,1070120
900,13-0000,Business and Financial Operations Occupations,major,1052970
901,15-0000,Computer and Mathematical Occupations,major,644300
902,17-0000,Architecture and Engineering Occupations,major,344670
903,19-0000,"Life, Physical, and Social Science Occupations",major,182360
904,21-0000,Community and Social Service Occupations,major,303870
905,23-0000,Legal Occupations,major,137550
906,25-0000,Educational Instruction and Library Occupations,major,1064410
907,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,327840
908,29-0000,Healthcare Practitioners and Technical Occupations,major,844930
909,31-0000,Healthcare Support Occupations,major,945700
910,33-0000,Protective Service Occupations,major,403270
911,35-0000,Food Preparation and Serving Related Occupations,major,1627490
912,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,488960
913,39-0000,Personal Care and Service Occupations,major,401870
914,41-0000,Sales and Related Occupations,major,1636580
915,43-0000,Office and Administrative Support Occupations,major,2154700
916,45-0000,"Farming, Fishing, and Forestry Occupations",major,234050
917,47-0000,Construction and Extraction Occupations,major,688660
918,49-0000,"Installation, Maintenance, and Repair Occupations",major,538120
919,51-0000,Production Occupations,major,836780
920,53-0000,Transportation and Material Moving Occupations,major,1453200
4577,11-1011,Chief Executives,detailed,31730
4578,11-1021,General and Operations Managers,detailed,259550
4579,11-1031,Legislators,detailed,3190
4580,11-2011,Advertising and Promotions Managers,detailed,2670
4581,11-2021,Marketing Managers,detailed,40900
4582,11-2022,Sales Managers,detailed,80610
4583,11-2030,Public Relations and Fundraising Managers,detailed,9210
4584,11-3010,Administrative Services and Facilities Managers,detailed,41650
4585,11-3021,Computer and Information Systems Managers,detailed,75700
4586,11-3031,Financial Managers,detailed,92060
4587,11-3051,Industrial Production Managers,detailed,20770
4588,11-3061,Purchasing Managers,detailed,7830
4589,11-3071,"Transportation, Storage, and Distribution Managers",detailed,19430
4590,11-3111,Compensation and Benefits Managers,detailed,**
4591,11-3121,Human Resources Managers,detailed,21600
4592,11-3131,Training and Development Managers,detailed,5180
4593,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,1490
4594,11-9021,Construction Managers,detailed,32830
4595,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,7420
4596,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,24540
4597,11-9033,"Education Administrators, Postsecondary",detailed,11670
4598,11-9039,"Education Administrators, All Other",detailed,**
4599,11-9041,Architectural and Engineering Managers,detailed,34140
4600,11-9051,Food Service Managers,detailed,40440
4601,11-9071,Gambling Managers,detailed,690
4602,11-9081,Lodging Managers,detailed,4290
4603,11-9111,Medical and Health Services Managers,detailed,36940
4604,11-9121,Natural Sciences Managers,detailed,**
4605,11-9131,Postmasters and Mail Superintendents,detailed,790
4606,11-9141,"Property, Real Estate, and Community Association Managers",detailed,37870
4607,11-9151,Social and Community Service Managers,detailed,**
4608,11-9161,Emergency Management Directors,detailed,760
4609,11-9171,Funeral Home Managers,detailed,650
4610,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,69780
4611,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,**
4612,13-1020,Buyers and Purchasing Agents,detailed,45970
4613,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,**
4614,13-1032,"Insurance Appraisers, Auto Damage",detailed,2340
4615,13-1041,Compliance Officers,detailed,39250
4616,13-1051,Cost Estimators,detailed,27130
4617,13-1071,Human Resources Specialists,detailed,71130
4618,13-1074,Farm Labor Contractors,detailed,130
4619,13-1075,Labor Relations Specialists,detailed,7860
4620,13-1081,Logisticians,detailed,23020
4621,13-1111,Management Analysts,detailed,103970
4622,13-1121,"Meeting, Convention, and Event Planners",detailed,17020
4623,13-1131,Fundraisers,detailed,9400
4624,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,10630
4625,13-1151,Training and Development Specialists,detailed,29600
4626,13-1161,Market Research Analysts and Marketing Specialists,detailed,98760
4627,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,209160
4628,13-2011,Accountants and Auditors,detailed,148500
4629,13-2020,Property Appraisers and Assessors,detailed,4760
4630,13-2031,Budget Analysts,detailed,6030
4631,13-2041,Credit Analysts,detailed,8130
4632,13-2052,Personal Financial Advisors,detailed,25910
4633,13-2053,Insurance Underwriters,detailed,9110
4634,13-2061,Financial Examiners,detailed,5130
4635,13-2071,Credit Counselors,detailed,3520
4636,13-2072,Loan Officers,detailed,34740
4637,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,8300
