,occ_code,occ_title,o_group,tot_emp
1427,11-0000,Management Occupations,major,69500
1428,13-0000,Business and Financial Operations Occupations,major,53780
1429,15-0000,Computer and Mathematical Occupations,major,21770
1430,17-0000,Architecture and Engineering Occupations,major,14550
1431,19-0000,"Life, Physical, and Social Science Occupations",major,9330
1432,21-0000,Community and Social Service Occupations,major,13270
1433,23-0000,Legal Occupations,major,8220
1434,25-0000,Educational Instruction and Library Occupations,major,54780
1435,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,20360
1436,29-0000,Healthcare Practitioners and Technical Occupations,major,64510
1437,31-0000,Healthcare Support Occupations,major,41110
1438,33-0000,Protective Service Occupations,major,43660
1439,35-0000,Food Preparation and Serving Related Occupations,major,189200
1440,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,70720
1441,39-0000,Personal Care and Service Occupations,major,70630
1442,41-0000,Sales and Related Occupations,major,144680
1443,43-0000,Office and Administrative Support Occupations,major,185580
1444,45-0000,"Farming, Fishing, and Forestry Occupations",major,1050
1445,47-0000,Construction and Extraction Occupations,major,80540
1446,49-0000,"Installation, Maintenance, and Repair Occupations",major,53020
1447,51-0000,Production Occupations,major,55000
1448,53-0000,Transportation and Material Moving Occupations,major,127440
20787,11-1011,Chief Executives,detailed,1170
20788,11-1021,General and Operations Managers,detailed,20030
20789,11-1031,Legislators,detailed,150
20790,11-2011,Advertising and Promotions Managers,detailed,220
20791,11-2021,Marketing Managers,detailed,1830
20792,11-2022,Sales Managers,detailed,3740
20793,11-2030,Public Relations and Fundraising Managers,detailed,470
20794,11-3010,Administrative Services and Facilities Managers,detailed,1600
20795,11-3021,Computer and Information Systems Managers,detailed,2140
20796,11-3031,Financial Managers,detailed,6060
20797,11-3051,Industrial Production Managers,detailed,840
20798,11-3061,Purchasing Managers,detailed,480
20799,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1120
20800,11-3111,Compensation and Benefits Managers,detailed,120
20801,11-3121,Human Resources Managers,detailed,1030
20802,11-3131,Training and Development Managers,detailed,280
20803,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,60
20804,11-9021,Construction Managers,detailed,4080
20805,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,160
20806,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,1650
20807,11-9033,"Education Administrators, Postsecondary",detailed,700
20808,11-9039,"Education Administrators, All Other",detailed,230
20809,11-9041,Architectural and Engineering Managers,detailed,990
20810,11-9051,Food Service Managers,detailed,3230
20811,11-9071,Gambling Managers,detailed,580
20812,11-9081,Lodging Managers,detailed,600
20813,11-9111,Medical and Health Services Managers,detailed,2600
20814,11-9121,Natural Sciences Managers,detailed,250
20815,11-9131,Postmasters and Mail Superintendents,detailed,70
20816,11-9141,"Property, Real Estate, and Community Association Managers",detailed,3150
20817,11-9151,Social and Community Service Managers,detailed,780
20818,11-9161,Emergency Management Directors,detailed,30
20819,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,9040
20820,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,220
20821,13-1020,Buyers and Purchasing Agents,detailed,3110
20822,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1640
20823,13-1032,"Insurance Appraisers, Auto Damage",detailed,580
20824,13-1041,Compliance Officers,detailed,2340
20825,13-1051,Cost Estimators,detailed,1970
20826,13-1071,Human Resources Specialists,detailed,3950
20827,13-1075,Labor Relations Specialists,detailed,900
20828,13-1081,Logisticians,detailed,530
20829,13-1111,Management Analysts,detailed,4680
20830,13-1121,"Meeting, Convention, and Event Planners",detailed,1060
20831,13-1131,Fundraisers,detailed,280
20832,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,530
20833,13-1151,Training and Development Specialists,detailed,2480
20834,13-1161,Market Research Analysts and Marketing Specialists,detailed,3360
20835,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,9500
20836,13-2011,Accountants and Auditors,detailed,8140
20837,13-2020,Property Appraisers and Assessors,detailed,370
20838,13-2031,Budget Analysts,detailed,270
20839,13-2041,Credit Analysts,detailed,420
20840,13-2052,Personal Financial Advisors,detailed,990
20841,13-2053,Insurance Underwriters,detailed,260
20842,13-2061,Financial Examiners,detailed,**
20843,13-2071,Credit Counselors,detailed,100
20844,13-2072,Loan Officers,detailed,3240
20845,13-2082,Tax Preparers,detailed,870
20846,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,1630
20847,15-1211,Computer Systems Analysts,detailed,1740
20848,15-1212,Information Security Analysts,detailed,500
20849,15-1221,Computer and Information Research Scientists,detailed,40
20850,15-1231,Computer Network Support Specialists,detailed,1450
20851,15-1232,Computer User Support Specialists,detailed,5120
20852,15-1241,Computer Network Architects,detailed,740
20853,15-1244,Network and Computer Systems Administrators,detailed,1500
20854,15-1245,Database Administrators and Architects,detailed,700
20855,15-1251,Computer Programmers,detailed,1030
20856,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,5390
20857,15-1257,Web Developers and Digital Interface Designers,detailed,810
20858,15-1299,"Computer Occupations, All Other",detailed,2360
20859,15-2021,Mathematicians,detailed,40
20860,15-2031,Operations Research Analysts,detailed,170
20861,15-2041,Statisticians,detailed,90
20862,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,**
20863,17-1011,"Architects, Except Landscape and Naval",detailed,360
20864,17-1012,Landscape Architects,detailed,50
20865,17-1021,Cartographers and Photogrammetrists,detailed,210
20866,17-1022,Surveyors,detailed,450
20867,17-2011,Aerospace Engineers,detailed,**
20868,17-2031,Bioengineers and Biomedical Engineers,detailed,50
20869,17-2041,Chemical Engineers,detailed,60
20870,17-2051,Civil Engineers,detailed,2690
20871,17-2061,Computer Hardware Engineers,detailed,80
20872,17-2071,Electrical Engineers,detailed,640
20873,17-2072,"Electronics Engineers, Except Computer",detailed,560
20874,17-2081,Environmental Engineers,detailed,550
20875,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,170
20876,17-2112,Industrial Engineers,detailed,910
20877,17-2131,Materials Engineers,detailed,140
20878,17-2141,Mechanical Engineers,detailed,1210
20879,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,390
20880,17-2199,"Engineers, All Other",detailed,660
20881,17-3011,Architectural and Civil Drafters,detailed,1110
20882,17-3012,Electrical and Electronics Drafters,detailed,260
20883,17-3013,Mechanical Drafters,detailed,260
20884,17-3019,"Drafters, All Other",detailed,200
20885,17-3022,Civil Engineering Technologists and Technicians,detailed,810
20886,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,930
20887,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,60
20888,17-3025,Environmental Engineering Technologists and Technicians,detailed,210
20889,17-3026,Industrial Engineering Technologists and Technicians,detailed,200
20890,17-3027,Mechanical Engineering Technologists and Technicians,detailed,410
20891,17-3031,Surveying and Mapping Technicians,detailed,430
20892,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,310
20893,19-1013,Soil and Plant Scientists,detailed,40
20894,19-1022,Microbiologists,detailed,40
20895,19-1023,Zoologists and Wildlife Biologists,detailed,170
20896,19-1029,"Biological Scientists, All Other",detailed,220
20897,19-1031,Conservation Scientists,detailed,200
20898,19-1042,"Medical Scientists, Except Epidemiologists",detailed,230
20899,19-1099,"Life Scientists, All Other",detailed,90
20900,19-2021,Atmospheric and Space Scientists,detailed,80
20901,19-2031,Chemists,detailed,250
20902,19-2032,Materials Scientists,detailed,40
20903,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,480
20904,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,540
20905,19-2043,Hydrologists,detailed,140
20906,19-3011,Economists,detailed,60
20907,19-3031,"Clinical, Counseling, and School Psychologists",detailed,430
20908,19-3039,"Psychologists, All Other",detailed,90
20909,19-3051,Urban and Regional Planners,detailed,210
