Id Parlamento,Nome,Apelido,Cargo,Partido,UF,Handles,ID Twitter,ID Facebook
5985,Nelson Trad Filho,Nelsinho Trad,Senador,PSD,MS,nelsinhotrad,54412355,id174471285940778
5540,Fernando Bezerra de Souza Coelho,Fernando Bezerra Coelho,Senador,MDB,PE,fbezerracoelho,53702605,
5350,Jorginho dos Santos Mello,Jorginho Mello,Senador,PL,SC,jorginhomello,53073647,id425866030884565
5973,Cid Ferreira Gomes,Cid Gomes,Senador,PDT,CE,senadorcidgomes,49089646,id658216240856974
4525,Fernando Affonso Collor de Mello,Fernando Collor,Senador,PROS,AL,Collor,48040416,
5998,Daniella Velloso Borges Ribeiro,Daniella Ribeiro,Senador,PP,PB,soudaniella111,459320302,id119203011556937
5322,Romario de Souza Faria,Romário,Senador,PODEMOS,RJ,RomarioOnze,42629261,
5982,Alessandro Vieira,Alessandro Vieira,Senador,CIDADANIA,SE,sen_alessandro,4250596815,id728845403983151
5894,Flávio Nantes Bolsonaro,Flávio Bolsonaro,Senador,REPUBLICANOS,RJ,flaviobolsonaro,40053694,id156951837773645
825,Paulo Renato Paim,Paulo Paim,Senador,PT,RS,paulopaim,37122131,id364042537032048
5905,Rodrigo Santos Cunha,Rodrigo Cunha,Senador,PSDB,AL,rodrigocunhaal,37050975,id645681708802441
5236,José Antônio Machado Reguffe,Reguffe,Senador,PODEMOS,DF,Reguffe,36585212,
90,José Serra,José Serra,Senador,PSDB,SP,joseserra_,34996429,
5621,Rudson Leite da Silva,Rudson Leite,Senador,PV,RR,leiterudson,338167879,
5537,Dário Elias Berger,Dário Berger,Senador,MDB,SC,darioberger,33062430,
5988,Soraya Vieira Thronicke,Soraya Thronicke,Senador,PSL,MS,sorayathronicke,3167874665,id1142941029175690
1249,Kátia Regina de Abreu,Kátia Abreu,Senador,PP,TO,KatiaAbreu,31116114,
5376,Mara Cristina Gabrilli,Mara Gabrilli,Senador,PSDB,SP,maragabrilli,30978177,id215275598522355
2331,Rosilda de Freitas,Rose de Freitas,Senador,PODEMOS,ES,senadorarose,3092482455,
5637,Divino Donizeti Borges Nogueira,Donizeti Nogueira,Senador,PT,TO,DonizetiPT,2748842100,
1023,Maria do Carmo do Nascimento Alves,Maria do Carmo Alves,Senador,DEM,SE,MariaSenadora,274119634,
3830,David Samuel Alcolumbre Tobelem,Davi Alcolumbre,Senador,DEM,AP,davialcolumbre,2716763753,
374,Paulo Roberto Galvão da Rocha,Paulo Rocha,Senador,PT,PA,senadorpaulor,2677675820,
5385,Irajá Silvestre Filho,Irajá,Senador,PSD,TO,iraja555,259707478,id359491867555824
5527,Simone Nassar Tebet,Simone Tebet,Senador,MDB,MS,SimoneTebetms,2508415207,
5525,Omar José Abdel Aziz,Omar Aziz,Senador,PSD,AM,OmarAzizPSD,2445921702,
5523,Otto Roberto Mendonça de Alencar,Otto Alencar,Senador,PSD,BA,ottoalencar,2377502743,
751,Arolde de Oliveira,Arolde de Oliveira,Senador,PSD,RJ,aroldeoliveira,22927142,id118527194965589
5533,Lasier Costa Martins,Lasier Martins,Senador,PODEMOS,RS,lasiermartins,202807015,
5895,Jorge Kajuru Reis da Costa Nasser,Jorge Kajuru,Senador,CIDADANIA,GO,SenadorKajuru,193441509,id1397837253786447
22,Esperidião Amin Helou Filho,Esperidião Amin,Senador,PP,SC,esperidiaoamin_,192658045,id332870466782583
5585,Luiz Carlos do Carmo,Luiz do Carmo,Senador,MDB,GO,_luizdocarmo,173834511,
5531,Elmano Férrer de Almeida,Elmano Férrer,Senador,PODEMOS,PI,elmanoferrer,167124877,
70,José Renan Vasconcelos Calheiros,Renan Calheiros,Senador,MDB,AL,renancalheiros,1650330319,id576313645847016
4994,Carlos Eduardo de Souza Braga,Eduardo Braga,Senador,MDB,AM,eduardobraga_am,164439493,id263563620333111
5899,Vanderlan Vieira Cardoso,Vanderlan Cardoso,Senador,PSD,GO,vanderlan_vc,162807255,id206019209573311
5627,Jean Paul Terra Prates,Jean Paul Prates,Senador,PT,RN,senadorjpprates,16162356,
5422,Marcos Rogério da Silva Brito,Marcos Rogério,Senador,DEM,RO,marcosrogerio,160895960,id374562535958862
5352,Rogério Carvalho Santos,Rogério Carvalho,Senador,PT,SE,SenadorRogerio,144372753,
677,Roberto Coelho Rocha,Roberto Rocha,Senador,PSDB,MA,SigaRoberto_,1436541721,
3396,Tasso Ribeiro Jereissati,Tasso Jereissati,Senador,PSDB,CE,tassojereissati,132513707,
5535,Telmário Mota de Oliveira,Telmário Mota,Senador,PROS,RR,TelmarioMotaRR,1301234378,
742,Marcelo Costa e Castro,Marcelo Castro,Senador,MDB,PI,marcelocastropi,125822264,id294607987354763
204396,Nelsi Coguetto Maria,Vermelho,Deputado,PSD,PR,depvermelho,1242093483151839238,id257661164401899
204483,Vilson Luiz Da Silva,Vilson da Fetaemg,Deputado,PSB,MG,VilsondaFetaemg,1224332353927073792,id569930423388523
5927,Paulo José de Brito Silva Albuquerque,Paulo Albuquerque,Senador,PSD,AP,senador_paulo,1207284899620802561,
5971,Prisco Rodrigues Bezerra,Prisco Bezerra,Senador,PDT,CE,PriscoBezerra,1204732375311306752,
470,Francisco de Assis Rodrigues,Chico Rodrigues,Senador,DEM,RR,senadorchico,1200113835996262401,id194032184000941
151,Luiz Osvaldo Pastore,Luiz Pastore,Senador,MDB,ES,sen_luizpastore,1197906703733407744,
211649,Ricardo De Souza Costa,Ricardo Pericar,Deputado,PSL,RJ,RPericar,1195481802703540227,
204390,Alcides Ribeiro Filho,Professor Alcides,Deputado,PP,GO,profalcids,1170483411036884993,id529741837114868
4531,Jayme Veríssimo de Campos,Jayme Campos,Senador,DEM,MT,JaymeCampos251,1169594403666780166,
204477,Felício Laterça De Almeida,Felício Laterça,Deputado,PSL,RJ,FederalFelicio,1168623393924616192,id267243340701984
204544,Alexandre Frota De Andrade,Alexandre Frota,Deputado,PSDB,SP,alefrota77,1165773652190736384,id1728528250694023
204475,Jose Otaci Barroso Do Nascimento,Ottaci Nascimento,Deputado,SOLIDARIEDADE,RR,OtaciNascimento,1161770726887776261,id1781520078834523
6027,Antônio Mecias Pereira de Jesus,Mecias de Jesus,Senador,REPUBLICANOS,RR,meciasdejesus,115699416,id264298597018120
204449,Nelson Ned Previdente,Nelson Barbudo,Deputado,PSL,MT,nelsonbarbudo,1149131923652063232,id1949451478414650
204539,Hercílio Araújo Diniz Filho,Hercílio Coelho Diniz,Deputado,MDB,MG,herciliodiniz,1118922634648084480,id1617603285020017
191923,Flávio Rodrigues Nogueira,Flávio Nogueira,Deputado,PDT,PI,flavionpi,1118489062866849793,id775240779164982
122466,Ronaldo Manchado Martins,Ronaldo Martins,Deputado,Republicanos,CE,10ronaldomartin,1118164353121968129,
205863,Marcelo De Brum Da Costa,Marcelo Brum,Deputado,PSL,RS,Marcelobrumdep,1115963124992102401,
204429,João Henrique De Andrade Lima Campos,João H. Campos,Deputado,PSB,PE,JoaoCampos,1112804630453501953,id354452078324576
204376,Luiz Armando Schroeder Reis,Coronel Armando,Deputado,PSL,SC,cel_armando,1111798526269374464,id158981268130749
204462,Christine Nogueira Dos Reis Tonietto,Chris Tonietto,Deputado,PSL,RJ,ToniettoChris,1110626741314306049,id1719701718110409
206231,João Batista Conti,Ted Conti,Deputado,PSB,ES,tedcontioficial,1110248327281553408,
204517,Jose Vitor De Resende Aguiar,Zé Vitor,Deputado,PL,MG,ze_mg,1109847094649671692,
204360,Silvia Cristina Amancio Chagas,Silvia Cristina,Deputado,PDT,RO,silviacristinax,1106345329723609088,
204479,Antonio Carlos Nicoletti,Nicoletti,Deputado,PSL,RR,depnicoletti,1105168768781684739,id655325108158382
90201,Pedro Augusto Geromel Bezerra De Menezes,Pedro Augusto Bezerra,Deputado,PTB,CE,PedroABezerra,1103092964333666304,id490298884771598
109429,Luiz Benes Leocadio De Araujo,Benes Leocádio,Deputado,REPUBLICANOS,RN,BenesLeocadioRN,1099003656064643073,id441909642926570
204512,Marcelo Eduardo Freitas,Delegado Marcelo Freitas,Deputado,PSL,MG,DelegadoFreitas,1098981858321276929,id757066351146555
204367,Daniel Costa De Freitas,Daniel Freitas,Deputado,PSL,SC,DFDanielFreitas,1097498693719199744,id462290793781379
204533,Antonio Idilvan De Lima Alencar,Idilvan Alencar,Deputado,PDT,CE,IdilvanAlencar,1095754303367720960,id224968724875918
204550,Antônio Luiz Rodrigues Mano Júnior,Júnior Mano,Deputado,PL,CE,juniormanodep,1095696286974652422,id1943714345861625
204471,Cylmara Fernandes Da Rocha Gripp,Mara Rocha,Deputado,PSDB,AC,mararocha4545,1093832445210882050,id280207712721855
3806,José da Cruz Marinho,Zequinha Marinho,Senador,PSC,PA,zequinhamarinho,1093223195258298368,id2061816164089186
204400,Aline Sleutjes,Aline Sleutjes,Deputado,PSL,PR,alinesleutjes,1092923774184407040,id705334576185564
204518,Frederico De Castro Escaleira,Dr. Frederico,Deputado,PATRIOTA,MG,DrFredericoMG,1092903073608024069,id167306944111245
204358,Humberto Rezende Pereira,Beto Pereira,Deputado,PSDB,MS,BetoPereiraMS,1092816222012534784,id304158673086753
204511,David Bezerra Ribeiro Soares,David Soares,Deputado,DEM,SP,davidbrsoares,1092518384657461248,id306768639382744
5502,Francisco Plínio Valério Tomaz,Plínio Valério,Senador,PSDB,AM,PlinioValerio45,1091691201844207617,
204451,Antônio Da Luz Furtado,Delegado Antônio Furtado,Deputado,PSL,RJ,DelegadoFurtado,1091410188110831616,id727938674013176
204468,Joenia Batista De Carvalho,Joenia Wapichana,Deputado,REDE,RR,JoeniaWapichana,1091313179152576512,id272526436678387
204368,Fábio Luiz Schiochet Filho,Fabio Schiochet,Deputado,PSL,SC,deputadofabiosc,1090946683654062081,id170603770285449
204354,Flávia Carolina Péres,Flávia Arruda,Deputado,PL,DF,FlaviaArrudaDF,1090726954335125504,id1479932885589807
204547,Eliel Márcio Do Carmo,Léo Motta,Deputado,PSL,MG,leomotta_ofc,1089227529897066496,id1511147329109988
5926,Luiz Cantuária Barreto,Lucas Barreto,Senador,PSD,AP,LucasBarreto_AP,1088605254122377218,id274851776445620
198783,Emanuel Pinheiro Da Silva Primo,Emanuel Pinheiro Neto,Deputado,PTB,MT,emanuelzinhomt,1087326506559389696,id2003436826373367
5557,Mailza Assis da Silva,Mailza Gomes,Senador,PP,AC,MailzaGomes,1083696419138162688,
204531,Guilherme Muraro Derrite,Guilherme Derrite,Deputado,PP,SP,capitaoderrite,1081517956964802561,id546286218728460
204431,Marcos Aurélio  Pádua Ribeiro Gonçalves De Sampaio,Marcos Aurélio Sampaio,Deputado,MDB,PI,MarcosA_Sampaio,1080911369447399430,id1801195713329254
5929,Selma Rosane Santos Arruda,Juíza Selma,Senador,PODEMOS,MT,SenadoraSelma,1079371559184277504,id556444774742274
5639,Guaracy Batista da Silveira,Guaracy Silveira,Senador,PSL,TO,SilveiraGuaracy,1078051356991258624,
178843,Marx Beltrão Lima Siqueira,Marx Beltrão,Deputado,PSD,AL,MarxBeltrao,1074651587140902913,id453491971360371
204382,Loester Carlos Gomes De Souza,Loester Trutis,Deputado,PSL,MS,LTrutis,1071160842543136769,id1738245342858207
204570,Gildenemir De Lima Sousa,Gildenemyr,Deputado,PL,MA,DGildenemyr,1067790946090315776,id600776280271712
5718,Eliziane Pereira Gama Melo,Eliziane Gama,Senador,CIDADANIA,MA,elizianegama,106134926,id837707072929819
204370,Celio Alves De Moura,Célio Moura,Deputado,PT,TO,CelioMouraTO,1060595412309041154,
204524,Antônio Pinheiro Neto,Pinheirinho,Deputado,PP,MG,pinheirinhomg,1060134845043666945,id393428077515241
204393,Antonio Ribeiro,Frei Anastacio Ribeiro,Deputado,PT,PB,freianastaciopt,1057644576918462464,id730889380623744
204365,Gilson Marques Vieira,Gilson Marques,Deputado,NOVO,SC,gilsonmarques30,1057602315664924673,id1931989763744839
81297,Soraya De Souza Mannato,Dra. Soraya Manato,Deputado,PSL,ES,DraManato,1052278385987244034,id197504777788137
204435,Jesus Sergio De Menezes,Jesus Sérgio,Deputado,PDT,AC,jesussergioac,1051687837018533888,id198351500798968
5953,Fabiano Contarato,Fabiano Contarato,Senador,REDE,ES,ContaratoSenado,1050121324436307970,id783999288312445
204490,Charlles Thomacelli Evangelista,Charlles Evangelista,Deputado,PSL,MG,charllesevg,1050022141440270336,id618352678230929
204495,Airton Luiz Faleiro,Airton Faleiro,Deputado,PT,PA,FaleiroAirton,1037384667836637185,id247815045422756
204458,Fabiana Silva De Souza Poubel,Major Fabiana,Deputado,PSL,RJ,majorfabiana46,1035268511055196160,id655681851469144
204397,Emerson Miguel Petriv,Boca Aberta,Deputado,PROS,PR,BocaAbertaOf,1031914738933018624,
204446,Joziel Ferreira Carlos,Professor Joziel,Deputado,PSL,RJ,professorjoziel,1030551918127529990,id894000897416455
121948,Adriano Antônio Avelar,Adriano do Baldy,Deputado,PP,GO,adrianodobaldy,1030097176293195776,id924601577651630
4545,Jarbas de Andrade Vasconcelos,Jarbas Vasconcelos,Senador,MDB,PE,Jarbas156,1029339033699332096,id244015588958951
5959,Eann Styvenson Valentim Mendes,Styvenson Valentim,Senador,PODEMOS,RN,SenStyvenson,1028691208137322496,id729392980520143
74159,Odair José Da Cunha,Odair Cunha,Deputado,PT,MG,odaircunhamg,1028376918540906498,id201991609984528
207176,Beatriz Rosalia Ribeiro Cavassa De Oliveira,Bia Cavassa,Deputado,PSDB,MS,BiaCavassa,1027646616076013570,
204482,Euclydes Marcos Pettersen Neto,Euclydes Pettersen,Deputado,PSC,MG,EuclydesPetter,1027187280438546433,id204233796884577
204565,Dayane Jamille Carneiro Dos Santos Pimentel,Professora Dayane Pimentel,Deputado,PSL,BA,deppimentel,1026636587298443265,id302075393510786
5783,Zenaide Maia Calado Pereira dos Santos,Zenaide Maia,Senador,PROS,RN,zenaidern,1025870063461720064,id1463458067229810
345,Flávio José Arns,Flávio Arns,Senador,REDE,PR,arnsflavio,1025461618493276160,
204529,Katia Da Silva Sastre,Policial Katia Sastre,Deputado,PL,SP,katiasastre,1025446161166024704,id1055721444583776
3777,Carlos Eduardo Torres Gomes,Eduardo Gomes,Senador,MDB,TO,eduardogomesto,102444270,id1451173408475206
5976,Luis Eduardo Grangeiro Girão,Eduardo Girão,Senador,PODEMOS,CE,edugiraooficial,1024403315164160000,id486914985073732
178924,Fabio Abreu Costa,Capitão Fábio Abreu,Deputado,PL,PI,fabioabreuofc,1024385363928932352,id754507077922852
204569,Pablo Oliva Souza,Delegado Pablo,Deputado,PSL,AM,delegadopablo_,1019959604971802625,id1414301995348590
5924,Oriovisto Guimaraes,Oriovisto Guimarães,Senador,PODEMOS,PR,Sen_Oriovisto,1007612404484726784,id2078856135695787
204534,Tabata Claudia Amaral De Pontes,Tabata Amaral,Deputado,PDT,SP,tabataamaralsp,1001251931812220928,id201596403728972
204413,Alcides Rodrigues Filho,Alcides Rodrigues,Deputado,PATRIOTA,GO,,,id314951562595058
204564,Anderson Machado De Jesus,Igor Kannário,Deputado,DEM,BA,,,id309796436085284
74471,André Carlos Alves De Paula Filho,André de Paula,Deputado,PSD,PE,,,id170967903096207
178831,Andre Dos Santos Abdon,André Abdon,Deputado,PP,AP,,,id853785441352661
74212,Aníbal Ferreira Gomes,Aníbal Gomes,Deputado,DEM,CE,,,
212625,Antonio Elizabeth Gonçalo De Sousa,Dr. Gonçalo,Deputado,REPUBLICANOS,MA,,,
160553,Antonio Luiz Paranhos Ribeiro Leite De Brito,Antonio Brito,Deputado,PSD,BA,,,id350534811763516
152610,Benedito Roberto Alves Ferreira,Roberto Alves,Deputado,REPUBLICANOS,SP,,,id798681053542019
135054,Cristiano Dutra Vale,Cristiano Vale,Deputado,PL,PA,,,id239803006861332
160552,Danrlei De Deus Hinterholz,Danrlei de Deus Hinterholz,Deputado,PSD,RS,,,id128207973912311
160588,Diego Leonardo De Andrade Carvalho,Diego Andrade,Deputado,PSD,MG,,,id488020057942864
204421,Ednace Alves Silvestre Henrique,Edna Henrique,Deputado,PSDB,PB,,,id207736499757938
204537,Enrico Van Blarcum De Graaff Misasi,Enrico Misasi,Deputado,PV,SP,,,id165432287646099
204445,Fernando Wanderley Vargas Da Silva,Fernando Mineiro,Deputado,PT,RN,,,id326589317375630
160642,Francisco Eurico Da Silva,Pastor Eurico,Deputado,PATRIOTA,PE,,,id203543366481082
178922,Francisco Tadeu Barbosa De Alencar,Tadeu Alencar,Deputado,PSB,PE,,,id1494712497406878
115746,Gelson De Azevedo Almeida,Gelson Azevedo,Deputado,PL,RJ,,,id634950393544138
198197,Greyce De Queiroz Elias,Greyce Elias,Deputado,AVANTE,MG,,,id1433103303568739
204465,Haroldo Alves Campos,Haroldo Cathedral,Deputado,PSD,RR,,,id2101610110080697
178839,Jessica Rojas Sales,Jéssica Sales,Deputado,MDB,AC,,,
141458,João Carlos Paolilo Bacelar Filho,João Carlos Bacelar,Deputado,PL,BA,,,id630006647069241
204378,Joao Chrisóstomo De Moura,Coronel Chrisóstomo,Deputado,PSL,RO,,,id997522136945101
204497,João Ferrari Júnior,Júnior Ferrari,Deputado,PSD,PA,,,id842245655790289
112437,João Marcelo Santos Souza,João Marcelo Souza,Deputado,MDB,MA,,,id1648893302002419
204574,Jose Lourenço Bomfim Junior,Junior Lourenço,Deputado,PL,MA,,,id239244869511517
204355,Josias Mario Da Vitoria,Da Vitoria,Deputado,CIDADANIA,ES,,,id499520976775813
204474,Juarez Alves Da Costa,Juarez Costa,Deputado,MDB,MT,,,id2033526680291109
204351,Luiz Alberto Ovando,Dr. Luiz Ovando,Deputado,PSL,MS,,,id445813468815386
178853,Luiz Carlos Caetano,Caetano,Deputado,PT,BA,,,
133810,Marcelo Pires Moraes,Marcelo Moraes,Deputado,PTB,RS,,,id1888377008077139
178983,Marcio Luiz Alvino De Souza,Marcio Alvino,Deputado,PL,SP,,,id620314628044090
204489,Marcos Roberio Ribeiro Monteiro,Robério Monteiro,Deputado,PDT,CE,,,
212749,Marcus Welber Gomes Da Silva,Marcão Gomes,Deputado,PL,RJ,,,
204432,Marina Santos Batista Dias,Marina Santos,Deputado,SOLIDARIEDADE,PI,,,id197969200917697
66179,Norma Ayub Alves,Norma Ayub,Deputado,DEM,ES,,,id217565111759515
204363,Osires Rodrigues Damaso,Osires Damaso,Deputado,PSC,TO,,,id323794244660496
204521,Paulo Sergio Abou Anni,Abou Anni,Deputado,PSL,SP,,,id164881476980537
213274,Ricardo Augusto Machado Da Silva,Ricardo Silva,Deputado,PSB,SP,,,
204437,Severino De Lira Pessôa,Severino Pessoa,Deputado,REPUBLICANOS,AL,,,id222828721560501
160591,Vinicius De Azevedo Gurgel,Vinicius Gurgel,Deputado,PL,AP,,,id289160704429225
204505,Wagner Bach Martins,Vavá Martins,Deputado,REPUBLICANOS,PA,,,id774643415950130
5615,Gilberto Piselo do Nascimento,Gilberto Piselo,Senador,PDT,RO,,,
5849,Jose Amauri P. de Araújo,José Amauri,Senador,PODEMOS,PI,,,
5561,Renilde Silva Bulhões Barros,Renilde Bulhões,Senador,PROS,AL,,,
5635,Ricardo Barreto Franco,Ricardo Franco,Senador,DEM,SE,,,
6005,Jose Wilson Siqueira Campos,Siqueira Campos,Senador,DEM,TO,,,
5619,Thieres Pinto de Mesquita Filho,Thieres Pinto,Senador,PTB,RR,,,
4786,Virginio José de Carvalho Neto,Virginio de Carvalho,Senador,PSC,SE,,,
204369,Caroline Rodrigues De Toni,Caroline de Toni,Deputado,PSL,SC,CarolDeToni,4566967516,id1041603412575627
74537,Cláudio Cajado Sampaio,Claudio Cajado,Deputado,PP,BA,deputadocajado,4439813068,id1638752696387328
178946,Soraya Alencar Dos Santos,Soraya Santos,Deputado,PL,RJ,sorayasantos,4052741685,id302189129958774
178954,Lucio Antonio Mosquini,Lucio Mosquini,Deputado,MDB,RO,luciomosquini,3996486033,id448316011988466
