,occ_code,occ_title,o_group,tot_emp
1207,11-0000,Management Occupations,major,90880
1208,13-0000,Business and Financial Operations Occupations,major,73590
1209,15-0000,Computer and Mathematical Occupations,major,20230
1210,17-0000,Architecture and Engineering Occupations,major,31220
1211,19-0000,"Life, Physical, and Social Science Occupations",major,14380
1212,21-0000,Community and Social Service Occupations,major,27220
1213,23-0000,Legal Occupations,major,15000
1214,25-0000,Educational Instruction and Library Occupations,major,129790
1215,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18630
1216,29-0000,Healthcare Practitioners and Technical Occupations,major,129270
1217,31-0000,Healthcare Support Occupations,major,89940
1218,33-0000,Protective Service Occupations,major,58160
1219,35-0000,Food Preparation and Serving Related Occupations,major,187820
1220,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,53610
1221,39-0000,Personal Care and Service Occupations,major,40980
1222,41-0000,Sales and Related Occupations,major,198770
1223,43-0000,Office and Administrative Support Occupations,major,245350
1224,45-0000,"Farming, Fishing, and Forestry Occupations",major,4820
1225,47-0000,Construction and Extraction Occupations,major,125700
1226,49-0000,"Installation, Maintenance, and Repair Occupations",major,91990
1227,51-0000,Production Occupations,major,105470
1228,53-0000,Transportation and Material Moving Occupations,major,169140
13931,11-1011,Chief Executives,detailed,790
13932,11-1021,General and Operations Managers,detailed,29260
13933,11-1031,Legislators,detailed,590
13934,11-2011,Advertising and Promotions Managers,detailed,130
13935,11-2021,Marketing Managers,detailed,940
13936,11-2022,Sales Managers,detailed,3170
13937,11-2030,Public Relations and Fundraising Managers,detailed,290
13938,11-3010,Administrative Services and Facilities Managers,detailed,2650
13939,11-3021,Computer and Information Systems Managers,detailed,1980
13940,11-3031,Financial Managers,detailed,5970
13941,11-3051,Industrial Production Managers,detailed,2100
13942,11-3061,Purchasing Managers,detailed,560
13943,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1560
13944,11-3111,Compensation and Benefits Managers,detailed,200
13945,11-3121,Human Resources Managers,detailed,1570
13946,11-3131,Training and Development Managers,detailed,350
13947,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,70
13948,11-9021,Construction Managers,detailed,3870
13949,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,220
13950,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,5270
13951,11-9033,"Education Administrators, Postsecondary",detailed,2180
13952,11-9039,"Education Administrators, All Other",detailed,220
13953,11-9041,Architectural and Engineering Managers,detailed,1390
13954,11-9051,Food Service Managers,detailed,1810
13955,11-9071,Gambling Managers,detailed,170
13956,11-9081,Lodging Managers,detailed,340
