,occ_code,occ_title,o_group,tot_emp
921,11-0000,Management Occupations,major,118210
922,13-0000,Business and Financial Operations Occupations,major,207380
923,15-0000,Computer and Mathematical Occupations,major,123040
924,17-0000,Architecture and Engineering Occupations,major,64100
925,19-0000,"Life, Physical, and Social Science Occupations",major,32050
926,21-0000,Community and Social Service Occupations,major,40810
927,23-0000,Legal Occupations,major,23830
928,25-0000,Educational Instruction and Library Occupations,major,143990
929,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,42270
930,29-0000,Healthcare Practitioners and Technical Occupations,major,144680
931,31-0000,Healthcare Support Occupations,major,95560
932,33-0000,Protective Service Occupations,major,60210
933,35-0000,Food Preparation and Serving Related Occupations,major,259440
934,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,84190
935,39-0000,Personal Care and Service Occupations,major,70150
936,41-0000,Sales and Related Occupations,major,287130
937,43-0000,Office and Administrative Support Occupations,major,325200
938,45-0000,"Farming, Fishing, and Forestry Occupations",major,7010
939,47-0000,Construction and Extraction Occupations,major,143530
940,49-0000,"Installation, Maintenance, and Repair Occupations",major,104660
941,51-0000,Production Occupations,major,105080
942,53-0000,Transportation and Material Moving Occupations,major,195980
5355,11-1011,Chief Executives,detailed,570
5356,11-1021,General and Operations Managers,detailed,38220
5357,11-1031,Legislators,detailed,710
5358,11-2011,Advertising and Promotions Managers,detailed,430
5359,11-2021,Marketing Managers,detailed,3800
5360,11-2022,Sales Managers,detailed,5150
5361,11-2030,Public Relations and Fundraising Managers,detailed,1180
5362,11-3010,Administrative Services and Facilities Managers,detailed,2670
5363,11-3021,Computer and Information Systems Managers,detailed,7920
5364,11-3031,Financial Managers,detailed,7480
5365,11-3051,Industrial Production Managers,detailed,1200
5366,11-3061,Purchasing Managers,detailed,910
5367,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1560
5368,11-3111,Compensation and Benefits Managers,detailed,160
5369,11-3121,Human Resources Managers,detailed,1910
5370,11-3131,Training and Development Managers,detailed,500
5371,11-9021,Construction Managers,detailed,10300
5372,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,720
5373,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4890
5374,11-9033,"Education Administrators, Postsecondary",detailed,1870
5375,11-9039,"Education Administrators, All Other",detailed,590
5376,11-9041,Architectural and Engineering Managers,detailed,3400
5377,11-9051,Food Service Managers,detailed,1520
5378,11-9071,Gambling Managers,detailed,60
5379,11-9081,Lodging Managers,detailed,1030
5380,11-9111,Medical and Health Services Managers,detailed,5790
5381,11-9121,Natural Sciences Managers,detailed,1160
5382,11-9131,Postmasters and Mail Superintendents,detailed,200
5383,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1700
5384,11-9151,Social and Community Service Managers,detailed,1550
5385,11-9161,Emergency Management Directors,detailed,170
5386,11-9171,Funeral Home Managers,detailed,60
5387,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,8820
5388,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,90
5389,13-1020,Buyers and Purchasing Agents,detailed,9720
5390,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,5560
5391,13-1032,"Insurance Appraisers, Auto Damage",detailed,220
5392,13-1041,Compliance Officers,detailed,6790
5393,13-1051,Cost Estimators,detailed,5580
5394,13-1071,Human Resources Specialists,detailed,14140
5395,13-1075,Labor Relations Specialists,detailed,380
5396,13-1081,Logisticians,detailed,3500
5397,13-1111,Management Analysts,detailed,11400
5398,13-1121,"Meeting, Convention, and Event Planners",detailed,3530
5399,13-1131,Fundraisers,detailed,2110
5400,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1520
5401,13-1151,Training and Development Specialists,detailed,7250
5402,13-1161,Market Research Analysts and Marketing Specialists,detailed,20330
5403,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,50930
5404,13-2011,Accountants and Auditors,detailed,37180
5405,13-2020,Property Appraisers and Assessors,detailed,1460
5406,13-2031,Budget Analysts,detailed,970
5407,13-2041,Credit Analysts,detailed,1660
5408,13-2052,Personal Financial Advisors,detailed,4890
5409,13-2053,Insurance Underwriters,detailed,1520
5410,13-2061,Financial Examiners,detailed,1400
5411,13-2071,Credit Counselors,detailed,170
5412,13-2072,Loan Officers,detailed,5450
5413,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,590
5414,13-2082,Tax Preparers,detailed,1080
5415,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,7940
5416,15-1211,Computer Systems Analysts,detailed,9320
5417,15-1212,Information Security Analysts,detailed,3980
5418,15-1221,Computer and Information Research Scientists,detailed,400
5419,15-1231,Computer Network Support Specialists,detailed,4410
5420,15-1232,Computer User Support Specialists,detailed,15020
5421,15-1241,Computer Network Architects,detailed,6790
5422,15-1244,Network and Computer Systems Administrators,detailed,12580
5423,15-1245,Database Administrators and Architects,detailed,3190
5424,15-1251,Computer Programmers,detailed,2550
5425,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,44510
5426,15-1257,Web Developers and Digital Interface Designers,detailed,3430
5427,15-1299,"Computer Occupations, All Other",detailed,14010
5428,15-2011,Actuaries,detailed,220
5429,15-2021,Mathematicians,detailed,60
5430,15-2031,Operations Research Analysts,detailed,780
5431,15-2041,Statisticians,detailed,1110
5432,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,680
5433,17-1011,"Architects, Except Landscape and Naval",detailed,3470
5434,17-1012,Landscape Architects,detailed,920
5435,17-1021,Cartographers and Photogrammetrists,detailed,1130
5436,17-1022,Surveyors,detailed,1540
5437,17-2011,Aerospace Engineers,detailed,2230
5438,17-2031,Bioengineers and Biomedical Engineers,detailed,800
5439,17-2041,Chemical Engineers,detailed,760
5440,17-2051,Civil Engineers,detailed,10090
5441,17-2061,Computer Hardware Engineers,detailed,4700
5442,17-2071,Electrical Engineers,detailed,3470
5443,17-2072,"Electronics Engineers, Except Computer",detailed,6170
5444,17-2081,Environmental Engineers,detailed,1110
5445,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,310
5446,17-2112,Industrial Engineers,detailed,3710
5447,17-2131,Materials Engineers,detailed,540
5448,17-2141,Mechanical Engineers,detailed,5580
5449,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,320
5450,17-2171,Petroleum Engineers,detailed,1340
5451,17-2199,"Engineers, All Other",detailed,2320
5452,17-3011,Architectural and Civil Drafters,detailed,2440
5453,17-3012,Electrical and Electronics Drafters,detailed,800
5454,17-3013,Mechanical Drafters,detailed,440
5455,17-3019,"Drafters, All Other",detailed,360
5456,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,280
5457,17-3022,Civil Engineering Technologists and Technicians,detailed,1390
5458,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,1800
5459,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,180
5460,17-3025,Environmental Engineering Technologists and Technicians,detailed,360
