,occ_code,occ_title,o_group,tot_emp
1911,11-0000,Management Occupations,major,12560
1912,13-0000,Business and Financial Operations Occupations,major,9170
1913,15-0000,Computer and Mathematical Occupations,major,3170
1914,17-0000,Architecture and Engineering Occupations,major,4490
1915,19-0000,"Life, Physical, and Social Science Occupations",major,4150
1916,21-0000,Community and Social Service Occupations,major,3970
1917,23-0000,Legal Occupations,major,1740
1918,25-0000,Educational Instruction and Library Occupations,major,19580
1919,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2780
1920,29-0000,Healthcare Practitioners and Technical Occupations,major,14390
1921,31-0000,Healthcare Support Occupations,major,9430
1922,33-0000,Protective Service Occupations,major,5970
1923,35-0000,Food Preparation and Serving Related Occupations,major,25320
1924,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,10950
1925,39-0000,Personal Care and Service Occupations,major,5350
1926,41-0000,Sales and Related Occupations,major,23270
1927,43-0000,Office and Administrative Support Occupations,major,30650
1928,45-0000,"Farming, Fishing, and Forestry Occupations",major,660
1929,47-0000,Construction and Extraction Occupations,major,28600
1930,49-0000,"Installation, Maintenance, and Repair Occupations",major,18110
1931,51-0000,Production Occupations,major,13300
1932,53-0000,Transportation and Material Moving Occupations,major,25730
35671,11-1011,Chief Executives,detailed,120
35672,11-1021,General and Operations Managers,detailed,4990
35673,11-1031,Legislators,detailed,60
35674,11-2021,Marketing Managers,detailed,60
35675,11-2022,Sales Managers,detailed,220
35676,11-3010,Administrative Services and Facilities Managers,detailed,170
35677,11-3021,Computer and Information Systems Managers,detailed,200
35678,11-3031,Financial Managers,detailed,710
35679,11-3051,Industrial Production Managers,detailed,440
35680,11-3061,Purchasing Managers,detailed,30
35681,11-3071,"Transportation, Storage, and Distribution Managers",detailed,220
35682,11-3121,Human Resources Managers,detailed,160
35683,11-9021,Construction Managers,detailed,680
35684,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,130
35685,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,400
35686,11-9033,"Education Administrators, Postsecondary",detailed,130
35687,11-9039,"Education Administrators, All Other",detailed,80
35688,11-9041,Architectural and Engineering Managers,detailed,180
35689,11-9051,Food Service Managers,detailed,480
35690,11-9081,Lodging Managers,detailed,400
35691,11-9111,Medical and Health Services Managers,detailed,850
35692,11-9121,Natural Sciences Managers,detailed,150
35693,11-9131,Postmasters and Mail Superintendents,detailed,80
35694,11-9141,"Property, Real Estate, and Community Association Managers",detailed,390
35695,11-9151,Social and Community Service Managers,detailed,340
35696,11-9161,Emergency Management Directors,detailed,40
35697,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,750
35698,13-1020,Buyers and Purchasing Agents,detailed,550
35699,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,180
35700,13-1041,Compliance Officers,detailed,440
35701,13-1051,Cost Estimators,detailed,280
35702,13-1071,Human Resources Specialists,detailed,840
35703,13-1075,Labor Relations Specialists,detailed,90
35704,13-1081,Logisticians,detailed,80
35705,13-1111,Management Analysts,detailed,380
35706,13-1121,"Meeting, Convention, and Event Planners",detailed,110
35707,13-1131,Fundraisers,detailed,120
35708,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50
35709,13-1151,Training and Development Specialists,detailed,450
35710,13-1161,Market Research Analysts and Marketing Specialists,detailed,390
35711,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,1490
35712,13-2011,Accountants and Auditors,detailed,1860
35713,13-2020,Property Appraisers and Assessors,detailed,190
35714,13-2031,Budget Analysts,detailed,110
35715,13-2041,Credit Analysts,detailed,50
35716,13-2052,Personal Financial Advisors,detailed,320
35717,13-2071,Credit Counselors,detailed,40
35718,13-2072,Loan Officers,detailed,810
35719,13-2082,Tax Preparers,detailed,60
35720,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,180
35721,15-1211,Computer Systems Analysts,detailed,250
35722,15-1212,Information Security Analysts,detailed,50
35723,15-1231,Computer Network Support Specialists,detailed,380
35724,15-1232,Computer User Support Specialists,detailed,720
35725,15-1241,Computer Network Architects,detailed,100
35726,15-1244,Network and Computer Systems Administrators,detailed,530
35727,15-1245,Database Administrators and Architects,detailed,210
35728,15-1251,Computer Programmers,detailed,190
35729,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,350
35730,15-1257,Web Developers and Digital Interface Designers,detailed,160
35731,15-1299,"Computer Occupations, All Other",detailed,190
35732,15-2041,Statisticians,detailed,40
35733,17-1011,"Architects, Except Landscape and Naval",detailed,120
35734,17-1012,Landscape Architects,detailed,30
35735,17-1021,Cartographers and Photogrammetrists,detailed,90
35736,17-1022,Surveyors,detailed,280
35737,17-2041,Chemical Engineers,detailed,90
35738,17-2051,Civil Engineers,detailed,900
35739,17-2071,Electrical Engineers,detailed,250
35740,17-2072,"Electronics Engineers, Except Computer",detailed,70
35741,17-2081,Environmental Engineers,detailed,160
35742,17-2112,Industrial Engineers,detailed,140
35743,17-2141,Mechanical Engineers,detailed,290
35744,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,160
35745,17-2171,Petroleum Engineers,detailed,530
35746,17-2199,"Engineers, All Other",detailed,100
35747,17-3011,Architectural and Civil Drafters,detailed,250
35748,17-3013,Mechanical Drafters,detailed,40
35749,17-3022,Civil Engineering Technologists and Technicians,detailed,270
35750,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,180
35751,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,70
35752,17-3031,Surveying and Mapping Technicians,detailed,170
35753,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,140
35754,19-1023,Zoologists and Wildlife Biologists,detailed,300
35755,19-1029,"Biological Scientists, All Other",detailed,150
35756,19-1031,Conservation Scientists,detailed,190
35757,19-1032,Foresters,detailed,60
35758,19-2021,Atmospheric and Space Scientists,detailed,80
35759,19-2031,Chemists,detailed,110
35760,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,550
35761,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,200
35762,19-2043,Hydrologists,detailed,50
35763,19-2099,"Physical Scientists, All Other",detailed,30
35764,19-3031,"Clinical, Counseling, and School Psychologists",detailed,290
35765,19-3051,Urban and Regional Planners,detailed,60
35766,19-3091,Anthropologists and Archeologists,detailed,90
35767,19-3099,"Social Scientists and Related Workers, All Other",detailed,90
35768,19-4021,Biological Technicians,detailed,110
35769,19-4031,Chemical Technicians,detailed,310
35770,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,130
35771,19-4045,Geological and Hydrologic Technicians,detailed,160
35772,19-4071,Forest and Conservation Technicians,detailed,250
35773,19-4092,Forensic Science Technicians,detailed,50
35774,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,140
35775,19-5011,Occupational Health and Safety Specialists,detailed,470
35776,19-5012,Occupational Health and Safety Technicians,detailed,50
35777,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,690
35778,21-1013,Marriage and Family Therapists,detailed,40
35779,21-1015,Rehabilitation Counselors,detailed,100
35780,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,540
35781,21-1021,"Child, Family, and School Social Workers",detailed,680
35782,21-1022,Healthcare Social Workers,detailed,210
35783,21-1023,Mental Health and Substance Abuse Social Workers,detailed,250
35784,21-1029,"Social Workers, All Other",detailed,140
35785,21-1091,Health Education Specialists,detailed,120
35786,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,160
35787,21-1093,Social and Human Service Assistants,detailed,790
35788,21-1094,Community Health Workers,detailed,60
35789,21-1099,"Community and Social Service Specialists, All Other",detailed,110
35790,21-2011,Clergy,detailed,50
35791,23-1011,Lawyers,detailed,860
35792,23-2011,Paralegals and Legal Assistants,detailed,500
35793,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,280
35794,23-2099,"Legal Support Workers, All Other",detailed,70
35795,25-1011,"Business Teachers, Postsecondary",detailed,140
35796,25-1021,"Computer Science Teachers, Postsecondary",detailed,50
35797,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,140
35798,25-1032,"Engineering Teachers, Postsecondary",detailed,120
35799,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,60
35800,25-1042,"Biological Science Teachers, Postsecondary",detailed,130
35801,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,40
35802,25-1052,"Chemistry Teachers, Postsecondary",detailed,40
