,occ_code,occ_title,o_group,tot_emp
965,11-0000,Management Occupations,major,19680
966,13-0000,Business and Financial Operations Occupations,major,29410
967,15-0000,Computer and Mathematical Occupations,major,15530
968,17-0000,Architecture and Engineering Occupations,major,6490
969,19-0000,"Life, Physical, and Social Science Occupations",major,5860
970,21-0000,Community and Social Service Occupations,major,7330
971,23-0000,Legal Occupations,major,4700
972,25-0000,Educational Instruction and Library Occupations,major,26570
973,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4310
974,29-0000,Healthcare Practitioners and Technical Occupations,major,31410
975,31-0000,Healthcare Support Occupations,major,17790
976,33-0000,Protective Service Occupations,major,10610
977,35-0000,Food Preparation and Serving Related Occupations,major,43560
978,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16190
979,39-0000,Personal Care and Service Occupations,major,10990
980,41-0000,Sales and Related Occupations,major,46660
981,43-0000,Office and Administrative Support Occupations,major,65890
982,45-0000,"Farming, Fishing, and Forestry Occupations",major,960
983,47-0000,Construction and Extraction Occupations,major,17200
984,49-0000,"Installation, Maintenance, and Repair Occupations",major,16610
985,51-0000,Production Occupations,major,19290
986,53-0000,Transportation and Material Moving Occupations,major,34870
6740,11-1011,Chief Executives,detailed,370
6741,11-1021,General and Operations Managers,detailed,4070
6742,11-1031,Legislators,detailed,150
6743,11-2011,Advertising and Promotions Managers,detailed,**
6744,11-2021,Marketing Managers,detailed,970
6745,11-2022,Sales Managers,detailed,1020
6746,11-2030,Public Relations and Fundraising Managers,detailed,240
6747,11-3010,Administrative Services and Facilities Managers,detailed,840
6748,11-3021,Computer and Information Systems Managers,detailed,1370
6749,11-3031,Financial Managers,detailed,2290
6750,11-3051,Industrial Production Managers,detailed,350
6751,11-3071,"Transportation, Storage, and Distribution Managers",detailed,390
6752,11-3121,Human Resources Managers,detailed,400
6753,11-3131,Training and Development Managers,detailed,60
6754,11-9021,Construction Managers,detailed,620
6755,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,240
6756,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,830
6757,11-9033,"Education Administrators, Postsecondary",detailed,280
6758,11-9039,"Education Administrators, All Other",detailed,60
6759,11-9041,Architectural and Engineering Managers,detailed,420
6760,11-9051,Food Service Managers,detailed,560
6761,11-9081,Lodging Managers,detailed,80
6762,11-9111,Medical and Health Services Managers,detailed,1050
6763,11-9121,Natural Sciences Managers,detailed,370
6764,11-9131,Postmasters and Mail Superintendents,detailed,40
6765,11-9141,"Property, Real Estate, and Community Association Managers",detailed,590
6766,11-9151,Social and Community Service Managers,detailed,750
6767,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,930
6768,13-1020,Buyers and Purchasing Agents,detailed,990
6769,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,610
6770,13-1041,Compliance Officers,detailed,1340
6771,13-1051,Cost Estimators,detailed,950
6772,13-1071,Human Resources Specialists,detailed,2170
6773,13-1075,Labor Relations Specialists,detailed,340
6774,13-1081,Logisticians,detailed,610
6775,13-1111,Management Analysts,detailed,2600
6776,13-1121,"Meeting, Convention, and Event Planners",detailed,300
6777,13-1131,Fundraisers,detailed,330
6778,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,270
6779,13-1151,Training and Development Specialists,detailed,1100
6780,13-1161,Market Research Analysts and Marketing Specialists,detailed,2030
6781,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,1670
6782,13-2011,Accountants and Auditors,detailed,4950
6783,13-2020,Property Appraisers and Assessors,detailed,90
6784,13-2031,Budget Analysts,detailed,120
6785,13-2053,Insurance Underwriters,detailed,230
6786,13-2061,Financial Examiners,detailed,830
6787,13-2071,Credit Counselors,detailed,100
6788,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,100
6789,13-2082,Tax Preparers,detailed,200
6790,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,3480
6791,15-1211,Computer Systems Analysts,detailed,2090
6792,15-1212,Information Security Analysts,detailed,680
6793,15-1221,Computer and Information Research Scientists,detailed,30
6794,15-1231,Computer Network Support Specialists,detailed,460
6795,15-1232,Computer User Support Specialists,detailed,1820
6796,15-1241,Computer Network Architects,detailed,470
6797,15-1244,Network and Computer Systems Administrators,detailed,1170
6798,15-1245,Database Administrators and Architects,detailed,780
6799,15-1251,Computer Programmers,detailed,1080
6800,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,4590
6801,15-1257,Web Developers and Digital Interface Designers,detailed,340
6802,15-1299,"Computer Occupations, All Other",detailed,970
6803,15-2031,Operations Research Analysts,detailed,870
6804,15-2041,Statisticians,detailed,130
6805,17-1011,"Architects, Except Landscape and Naval",detailed,150
6806,17-1012,Landscape Architects,detailed,30
6807,17-1022,Surveyors,detailed,120
6808,17-2041,Chemical Engineers,detailed,470
6809,17-2051,Civil Engineers,detailed,880
6810,17-2061,Computer Hardware Engineers,detailed,30
6811,17-2071,Electrical Engineers,detailed,530
6812,17-2081,Environmental Engineers,detailed,150
6813,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,110
6814,17-2112,Industrial Engineers,detailed,520
6815,17-2131,Materials Engineers,detailed,50
6816,17-2141,Mechanical Engineers,detailed,590
6817,17-3011,Architectural and Civil Drafters,detailed,390
6818,17-3012,Electrical and Electronics Drafters,detailed,70
6819,17-3013,Mechanical Drafters,detailed,220
6820,17-3019,"Drafters, All Other",detailed,**
6821,17-3022,Civil Engineering Technologists and Technicians,detailed,320
6822,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,**
6823,17-3025,Environmental Engineering Technologists and Technicians,detailed,60
6824,17-3026,Industrial Engineering Technologists and Technicians,detailed,40
6825,17-3031,Surveying and Mapping Technicians,detailed,150
6826,19-1013,Soil and Plant Scientists,detailed,70
6827,19-1021,Biochemists and Biophysicists,detailed,390
6828,19-1022,Microbiologists,detailed,170
6829,19-1031,Conservation Scientists,detailed,60
6830,19-1042,"Medical Scientists, Except Epidemiologists",detailed,400
6831,19-2031,Chemists,detailed,1350
6832,19-2032,Materials Scientists,detailed,60
6833,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,340
6834,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,90
6835,19-3022,Survey Researchers,detailed,70
6836,19-3031,"Clinical, Counseling, and School Psychologists",detailed,560
6837,19-3051,Urban and Regional Planners,detailed,200
6838,19-3099,"Social Scientists and Related Workers, All Other",detailed,40
