,occ_code,occ_title,o_group,tot_emp
1757,11-0000,Management Occupations,major,634640
1758,13-0000,Business and Financial Operations Occupations,major,643140
1759,15-0000,Computer and Mathematical Occupations,major,385370
1760,17-0000,Architecture and Engineering Occupations,major,243980
1761,19-0000,"Life, Physical, and Social Science Occupations",major,102540
1762,21-0000,Community and Social Service Occupations,major,124830
1763,23-0000,Legal Occupations,major,86420
1764,25-0000,Educational Instruction and Library Occupations,major,764970
1765,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,141300
1766,29-0000,Healthcare Practitioners and Technical Occupations,major,676860
1767,31-0000,Healthcare Support Occupations,major,543430
1768,33-0000,Protective Service Occupations,major,299220
1769,35-0000,Food Preparation and Serving Related Occupations,major,1175750
1770,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,340670
1771,39-0000,Personal Care and Service Occupations,major,219120
1772,41-0000,Sales and Related Occupations,major,1262690
1773,43-0000,Office and Administrative Support Occupations,major,1820280
1774,45-0000,"Farming, Fishing, and Forestry Occupations",major,23800
1775,47-0000,Construction and Extraction Occupations,major,656840
1776,49-0000,"Installation, Maintenance, and Repair Occupations",major,530380
1777,51-0000,Production Occupations,major,705670
1778,53-0000,Transportation and Material Moving Occupations,major,1049310
30878,11-1011,Chief Executives,detailed,6170
30879,11-1021,General and Operations Managers,detailed,217080
30880,11-1031,Legislators,detailed,1970
30881,11-2011,Advertising and Promotions Managers,detailed,1390
30882,11-2021,Marketing Managers,detailed,16290
30883,11-2022,Sales Managers,detailed,30420
30884,11-2030,Public Relations and Fundraising Managers,detailed,5500
30885,11-3010,Administrative Services and Facilities Managers,detailed,29720
30886,11-3021,Computer and Information Systems Managers,detailed,26980
30887,11-3031,Financial Managers,detailed,46710
30888,11-3051,Industrial Production Managers,detailed,13440
30889,11-3061,Purchasing Managers,detailed,6150
30890,11-3071,"Transportation, Storage, and Distribution Managers",detailed,13030
30891,11-3111,Compensation and Benefits Managers,detailed,1410
30892,11-3121,Human Resources Managers,detailed,10260
30893,11-3131,Training and Development Managers,detailed,2310
30894,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,470
30895,11-9021,Construction Managers,detailed,34560
30896,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,3580
30897,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,29960
30898,11-9033,"Education Administrators, Postsecondary",detailed,10380
30899,11-9039,"Education Administrators, All Other",detailed,2120
30900,11-9041,Architectural and Engineering Managers,detailed,14500
30901,11-9051,Food Service Managers,detailed,15690
30902,11-9071,Gambling Managers,detailed,40
30903,11-9081,Lodging Managers,detailed,3560
30904,11-9111,Medical and Health Services Managers,detailed,33320
30905,11-9121,Natural Sciences Managers,detailed,2880
30906,11-9131,Postmasters and Mail Superintendents,detailed,810
30907,11-9141,"Property, Real Estate, and Community Association Managers",detailed,20320
30908,11-9151,Social and Community Service Managers,detailed,6710
30909,11-9161,Emergency Management Directors,detailed,680
30910,11-9171,Funeral Home Managers,detailed,610
30911,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,25630
30912,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,660
30913,13-1020,Buyers and Purchasing Agents,detailed,37660
30914,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,22390
30915,13-1032,"Insurance Appraisers, Auto Damage",detailed,1560
30916,13-1041,Compliance Officers,detailed,27130
30917,13-1051,Cost Estimators,detailed,17380
30918,13-1071,Human Resources Specialists,detailed,49190
30919,13-1075,Labor Relations Specialists,detailed,2500
30920,13-1081,Logisticians,detailed,15710
30921,13-1111,Management Analysts,detailed,39880
30922,13-1121,"Meeting, Convention, and Event Planners",detailed,7960
30923,13-1131,Fundraisers,detailed,4380
