,occ_code,occ_title,o_group,tot_emp
1713,11-0000,Management Occupations,major,12310
1714,13-0000,Business and Financial Operations Occupations,major,20860
1715,15-0000,Computer and Mathematical Occupations,major,8430
1716,17-0000,Architecture and Engineering Occupations,major,5210
1717,19-0000,"Life, Physical, and Social Science Occupations",major,4390
1718,21-0000,Community and Social Service Occupations,major,6710
1719,23-0000,Legal Occupations,major,1680
1720,25-0000,Educational Instruction and Library Occupations,major,24350
1721,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5430
1722,29-0000,Healthcare Practitioners and Technical Occupations,major,31410
1723,31-0000,Healthcare Support Occupations,major,13690
1724,33-0000,Protective Service Occupations,major,6740
1725,35-0000,Food Preparation and Serving Related Occupations,major,41620
1726,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,17170
1727,39-0000,Personal Care and Service Occupations,major,12290
1728,41-0000,Sales and Related Occupations,major,46220
1729,43-0000,Office and Administrative Support Occupations,major,57150
1730,45-0000,"Farming, Fishing, and Forestry Occupations",major,1570
1731,47-0000,Construction and Extraction Occupations,major,22420
1732,49-0000,"Installation, Maintenance, and Repair Occupations",major,17180
1733,51-0000,Production Occupations,major,33510
1734,53-0000,Transportation and Material Moving Occupations,major,34800
29594,11-1011,Chief Executives,detailed,500
29595,11-1021,General and Operations Managers,detailed,3620
29596,11-2021,Marketing Managers,detailed,70
29597,11-2022,Sales Managers,detailed,330
29598,11-3010,Administrative Services and Facilities Managers,detailed,370
29599,11-3021,Computer and Information Systems Managers,detailed,200
29600,11-3031,Financial Managers,detailed,680
29601,11-3051,Industrial Production Managers,detailed,460
29602,11-3061,Purchasing Managers,detailed,50
29603,11-3071,"Transportation, Storage, and Distribution Managers",detailed,250
29604,11-3121,Human Resources Managers,detailed,270
29605,11-3131,Training and Development Managers,detailed,40
29606,11-9021,Construction Managers,detailed,330
29607,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,100
29608,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,620
29609,11-9033,"Education Administrators, Postsecondary",detailed,200
29610,11-9039,"Education Administrators, All Other",detailed,70
29611,11-9041,Architectural and Engineering Managers,detailed,130
29612,11-9051,Food Service Managers,detailed,980
29613,11-9081,Lodging Managers,detailed,260
29614,11-9111,Medical and Health Services Managers,detailed,780
29615,11-9121,Natural Sciences Managers,detailed,90
29616,11-9131,Postmasters and Mail Superintendents,detailed,100
29617,11-9141,"Property, Real Estate, and Community Association Managers",detailed,940
29618,11-9151,Social and Community Service Managers,detailed,280
29619,11-9161,Emergency Management Directors,detailed,100
29620,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,390
29621,13-1020,Buyers and Purchasing Agents,detailed,1240
29622,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,730
29623,13-1032,"Insurance Appraisers, Auto Damage",detailed,30
29624,13-1041,Compliance Officers,detailed,940
29625,13-1051,Cost Estimators,detailed,870
