,occ_code,occ_title,o_group,tot_emp
1185,11-0000,Management Occupations,major,88720
1186,13-0000,Business and Financial Operations Occupations,major,80210
1187,15-0000,Computer and Mathematical Occupations,major,34220
1188,17-0000,Architecture and Engineering Occupations,major,28660
1189,19-0000,"Life, Physical, and Social Science Occupations",major,10990
1190,21-0000,Community and Social Service Occupations,major,27850
1191,23-0000,Legal Occupations,major,10500
1192,25-0000,Educational Instruction and Library Occupations,major,97710
1193,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16340
1194,29-0000,Healthcare Practitioners and Technical Occupations,major,122100
1195,31-0000,Healthcare Support Occupations,major,71560
1196,33-0000,Protective Service Occupations,major,40160
1197,35-0000,Food Preparation and Serving Related Occupations,major,176980
1198,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,50150
1199,39-0000,Personal Care and Service Occupations,major,40220
1200,41-0000,Sales and Related Occupations,major,174410
1201,43-0000,Office and Administrative Support Occupations,major,257130
1202,45-0000,"Farming, Fishing, and Forestry Occupations",major,4020
1203,47-0000,Construction and Extraction Occupations,major,70790
1204,49-0000,"Installation, Maintenance, and Repair Occupations",major,88630
1205,51-0000,Production Occupations,major,189220
1206,53-0000,Transportation and Material Moving Occupations,major,216310
13235,11-1011,Chief Executives,detailed,2980
13236,11-1021,General and Operations Managers,detailed,31650
13237,11-2011,Advertising and Promotions Managers,detailed,160
13238,11-2021,Marketing Managers,detailed,1750
13239,11-2022,Sales Managers,detailed,3240
13240,11-2030,Public Relations and Fundraising Managers,detailed,570
13241,11-3010,Administrative Services and Facilities Managers,detailed,3110
13242,11-3021,Computer and Information Systems Managers,detailed,2920
13243,11-3031,Financial Managers,detailed,6120
13244,11-3051,Industrial Production Managers,detailed,3570
13245,11-3061,Purchasing Managers,detailed,850
13246,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1740
13247,11-3111,Compensation and Benefits Managers,detailed,110
13248,11-3121,Human Resources Managers,detailed,1390
13249,11-3131,Training and Development Managers,detailed,460
13250,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,80
13251,11-9021,Construction Managers,detailed,1770
13252,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,510
13253,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,4300
13254,11-9033,"Education Administrators, Postsecondary",detailed,2110
13255,11-9039,"Education Administrators, All Other",detailed,710
13256,11-9041,Architectural and Engineering Managers,detailed,1710
13257,11-9051,Food Service Managers,detailed,2820
13258,11-9081,Lodging Managers,detailed,240
13259,11-9111,Medical and Health Services Managers,detailed,5340
13260,11-9121,Natural Sciences Managers,detailed,240
13261,11-9131,Postmasters and Mail Superintendents,detailed,240
13262,11-9141,"Property, Real Estate, and Community Association Managers",detailed,2220
13263,11-9151,Social and Community Service Managers,detailed,1930
13264,11-9161,Emergency Management Directors,detailed,150
13265,11-9171,Funeral Home Managers,detailed,280
13266,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,3410
13267,13-1020,Buyers and Purchasing Agents,detailed,4900
13268,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,2590
13269,13-1041,Compliance Officers,detailed,2890
13270,13-1051,Cost Estimators,detailed,2040
13271,13-1071,Human Resources Specialists,detailed,7760
13272,13-1075,Labor Relations Specialists,detailed,1440
13273,13-1081,Logisticians,detailed,1840
13274,13-1111,Management Analysts,detailed,5390
13275,13-1121,"Meeting, Convention, and Event Planners",detailed,830
13276,13-1131,Fundraisers,detailed,470
13277,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,710
13278,13-1151,Training and Development Specialists,detailed,3310
13279,13-1161,Market Research Analysts and Marketing Specialists,detailed,5350
13280,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,11760
13281,13-2011,Accountants and Auditors,detailed,12080
13282,13-2020,Property Appraisers and Assessors,detailed,300
13283,13-2031,Budget Analysts,detailed,820
13284,13-2041,Credit Analysts,detailed,790
13285,13-2052,Personal Financial Advisors,detailed,1800
13286,13-2053,Insurance Underwriters,detailed,640
13287,13-2061,Financial Examiners,detailed,500
13288,13-2071,Credit Counselors,detailed,290
13289,13-2072,Loan Officers,detailed,5640
13290,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1510
13291,13-2082,Tax Preparers,detailed,1250
13292,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,3290
13293,15-1211,Computer Systems Analysts,detailed,4600
13294,15-1212,Information Security Analysts,detailed,900
13295,15-1231,Computer Network Support Specialists,detailed,2040
13296,15-1232,Computer User Support Specialists,detailed,6260
13297,15-1241,Computer Network Architects,detailed,890
13298,15-1244,Network and Computer Systems Administrators,detailed,3470
13299,15-1245,Database Administrators and Architects,detailed,940
13300,15-1251,Computer Programmers,detailed,1140
13301,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,8410
13302,15-1257,Web Developers and Digital Interface Designers,detailed,1200
13303,15-1299,"Computer Occupations, All Other",detailed,2610
13304,15-2011,Actuaries,detailed,210
13305,15-2031,Operations Research Analysts,detailed,1140
13306,15-2041,Statisticians,detailed,80
13307,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,290
13308,17-1011,"Architects, Except Landscape and Naval",detailed,880
13309,17-1012,Landscape Architects,detailed,120
13310,17-1021,Cartographers and Photogrammetrists,detailed,140
13311,17-1022,Surveyors,detailed,570
13312,17-2011,Aerospace Engineers,detailed,120
13313,17-2021,Agricultural Engineers,detailed,80
13314,17-2031,Bioengineers and Biomedical Engineers,detailed,40
13315,17-2041,Chemical Engineers,detailed,310
13316,17-2051,Civil Engineers,detailed,3230
13317,17-2061,Computer Hardware Engineers,detailed,320
13318,17-2071,Electrical Engineers,detailed,2090
13319,17-2072,"Electronics Engineers, Except Computer",detailed,570
13320,17-2081,Environmental Engineers,detailed,360
13321,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,260
13322,17-2112,Industrial Engineers,detailed,5590
13323,17-2131,Materials Engineers,detailed,260
13324,17-2141,Mechanical Engineers,detailed,4180
13325,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,170
13326,17-2161,Nuclear Engineers,detailed,150
13327,17-2171,Petroleum Engineers,detailed,**
13328,17-2199,"Engineers, All Other",detailed,670
13329,17-3011,Architectural and Civil Drafters,detailed,890
13330,17-3012,Electrical and Electronics Drafters,detailed,190
13331,17-3013,Mechanical Drafters,detailed,620
13332,17-3019,"Drafters, All Other",detailed,210
13333,17-3022,Civil Engineering Technologists and Technicians,detailed,1940
13334,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,950
13335,17-3025,Environmental Engineering Technologists and Technicians,detailed,130
13336,17-3026,Industrial Engineering Technologists and Technicians,detailed,1210
13337,17-3027,Mechanical Engineering Technologists and Technicians,detailed,710
13338,17-3031,Surveying and Mapping Technicians,detailed,840
13339,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,790
13340,19-1012,Food Scientists and Technologists,detailed,110
13341,19-1013,Soil and Plant Scientists,detailed,50
13342,19-1021,Biochemists and Biophysicists,detailed,40
13343,19-1022,Microbiologists,detailed,60
13344,19-1023,Zoologists and Wildlife Biologists,detailed,200
13345,19-1029,"Biological Scientists, All Other",detailed,230
13346,19-1031,Conservation Scientists,detailed,120
13347,19-1032,Foresters,detailed,200
13348,19-1041,Epidemiologists,detailed,60
13349,19-1042,"Medical Scientists, Except Epidemiologists",detailed,680
13350,19-1099,"Life Scientists, All Other",detailed,90
13351,19-2021,Atmospheric and Space Scientists,detailed,80
13352,19-2031,Chemists,detailed,590
