Disease ID	Disease Name	Inheritance	UCSF Prevalence	Annotated HPO Terms	Inference Converged	Covariate Set	Max. Model Rank	Effective Rank	Top Component	Outlier Score (OS)	Spectrum Score (SS)	20-Fold Imp, Random	Pass OS Variance Check (95CI Upper/95CI Lower<=10)	H0: OS <= SS	Is Outlier Relaxed	Is Outlier Strict
OMIM_ICD:2	Achondroplasia	AD	7.722892646809698e-05	HPO_ICD:726,HPO_ICD:1138,HPO_ICD:102,HPO_ICD:674,HPO_ICD:373,HPO_ICD:332,HPO_ICD:631	True	NULL	6	1	2	0.00253211 (9.45601e-05,0.0230288)	0.000104269 (5.31466e-05,0.000356668)	True	False	0.00581	False	NA
OMIM_ICD:8	Fabry Disease	XL	6.311181087715452e-05	HPO_ICD:1199,HPO_ICD:234,HPO_ICD:31,HPO_ICD:235,HPO_ICD:270,HPO_ICD:524,HPO_ICD:416,HPO_ICD:339,HPO_ICD:525,HPO_ICD:534,HPO_ICD:765,HPO_ICD:331,HPO_ICD:604,HPO_ICD:625,HPO_ICD:34,HPO_ICD:887,HPO_ICD:320,HPO_ICD:363,HPO_ICD:433,HPO_ICD:528,HPO_ICD:441,HPO_ICD:283	True	NULL	10	3	0	0.000180239 (7.75682e-05,0.000530665)	0.000166924 (5.68896e-05,0.00064898)	False	True	0.44792	False	NA
OMIM_ICD:9	Gaucher Disease	AR	5.563804379959675e-05	HPO_ICD:860,HPO_ICD:598,HPO_ICD:467,HPO_ICD:419,HPO_ICD:516,HPO_ICD:544,HPO_ICD:204,HPO_ICD:347,HPO_ICD:773,HPO_ICD:119,HPO_ICD:565,HPO_ICD:488,HPO_ICD:472,HPO_ICD:131,HPO_ICD:82,HPO_ICD:177,HPO_ICD:262,HPO_ICD:791,HPO_ICD:564,HPO_ICD:259,HPO_ICD:234,HPO_ICD:1133,HPO_ICD:553,HPO_ICD:345,HPO_ICD:201,HPO_ICD:151,HPO_ICD:339,HPO_ICD:395,HPO_ICD:942,HPO_ICD:667,HPO_ICD:840,HPO_ICD:589,HPO_ICD:115,HPO_ICD:526,HPO_ICD:625,HPO_ICD:554,HPO_ICD:105,HPO_ICD:559,HPO_ICD:685,HPO_ICD:458,HPO_ICD:918,HPO_ICD:1138,HPO_ICD:990,HPO_ICD:486	True	NULL	10	8	6	0.00800044 (0.000147111,0.0717527)	0.00169962 (0.000156595,0.00778398)	True	False	0.28388	False	NA
OMIM_ICD:14	Chronic Granulomatous Disease	AR,XL	0.0001802008284255596	HPO_ICD:676,HPO_ICD:1602,HPO_ICD:728,HPO_ICD:684,HPO_ICD:1150,HPO_ICD:539,HPO_ICD:678,HPO_ICD:1567,HPO_ICD:1152,HPO_ICD:467,HPO_ICD:525,HPO_ICD:552,HPO_ICD:861,HPO_ICD:961,HPO_ICD:589,HPO_ICD:699	True	NULL	10	3	5	0.035848 (0.00415339,0.0970925)	0.0173423 (0.00272527,0.067808)	True	False	0.18451	False	NA
OMIM_ICD:15	Complement Deficiency	AR	0.00017272706134800183	HPO_ICD:280,HPO_ICD:276,HPO_ICD:677,HPO_ICD:355,HPO_ICD:37,HPO_ICD:661	True	NULL	5	2	2	0.00436422 (0.00148389,0.0118074)	0.00539479 (0.00149021,0.0157265)	True	True	0.82053	False	False
OMIM_ICD:22	Hypogammaglobulinemia	AR,AD,XL	6.145097374880835e-05	HPO_ICD:83,HPO_ICD:282,HPO_ICD:525,HPO_ICD:395,HPO_ICD:552,HPO_ICD:563,HPO_ICD:1602,HPO_ICD:1552,HPO_ICD:743,HPO_ICD:355	True	NULL	9	1	3	0.014759 (0.00206583,0.0610281)	0.0304599 (0.00152292,0.155126)	True	False	0.80549	False	NA
OMIM_ICD:30	Cystic Fibrosis	AR	0.0006070359704105257	HPO_ICD:802,HPO_ICD:426,HPO_ICD:755,HPO_ICD:464,HPO_ICD:508,HPO_ICD:537,HPO_ICD:395,HPO_ICD:552,HPO_ICD:563,HPO_ICD:655,HPO_ICD:556	True	NULL	10	2	5	0.117867 (0.0749404,0.172502)	0.0665578 (0.0390676,0.112091)	True	True	0.00186	False	True
OMIM_ICD:31	Non-Neuropathic Heredofamilial Amyloidosis	AD	5.646846236376983e-05	HPO_ICD:224,HPO_ICD:34,HPO_ICD:386,HPO_ICD:38,HPO_ICD:234,HPO_ICD:30,HPO_ICD:272,HPO_ICD:467,HPO_ICD:278,HPO_ICD:589	True	NULL	9	2	6	0.000356471 (7.45485e-05,0.00216822)	0.000197819 (5.62864e-05,0.000949094)	False	False	0.00828	False	NA
OMIM_ICD:52	Homocystinuria	AR	0.0001336973888318668	HPO_ICD:358,HPO_ICD:217,HPO_ICD:345,HPO_ICD:36,HPO_ICD:496,HPO_ICD:201,HPO_ICD:339,HPO_ICD:191,HPO_ICD:395,HPO_ICD:338,HPO_ICD:462,HPO_ICD:260,HPO_ICD:285,HPO_ICD:77,HPO_ICD:683,HPO_ICD:404,HPO_ICD:143,HPO_ICD:218,HPO_ICD:321,HPO_ICD:7,HPO_ICD:124	True	NULL	10	3	5	0.000465426 (0.000223707,0.00127528)	0.000313924 (0.000172223,0.000616881)	False	True	0.11629	False	NA
OMIM_ICD:53	MTHFR Deficiency	AR	0.00037784044669875405	HPO_ICD:339,HPO_ICD:365,HPO_ICD:358,HPO_ICD:356,HPO_ICD:765,HPO_ICD:345,HPO_ICD:84,HPO_ICD:600	True	NULL	7	2	6	0.000857366 (0.000505596,0.00225262)	0.000628773 (0.000428664,0.00117392)	False	True	0.00767	False	NA
